barcode,category,subcategory,name,description,size,price
386509,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","STOPS, ""METRO"", ""307/340/309/372"", YELLOW ON WHITE","Height 32""     Width 16""",$28.00/wk
50039588,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","""TO TRAINS"" W/GRAPHIC & ARROW, WHITE TEXT & BORDER","Height 13""     Width 48""",$30.00/wk
50041374,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","NO STANDING ..., BLUE AND RED BACKGROUND, WHITE TEXT","Height 18""     Width 12""",$18.00/wk
50041471,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","""NO STANDING"", WHITE BUS SYMBOL, WHEELCHAIR SYMBOL & ARROW","Height 14""     Width 14""",$10.00/wk
60000186,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","FOR BUS STOP, SHOWS BUS NUMBER, SCHEDULE & BUS I.D. INFO, RECTANGULAR STAND","Height 89.5""     Width 24""     Depth 4.5""",$115.00/wk
60003055,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","""SUBWAY"" W/ARROW, WHITE TEXT ON BLACK, RECTANGULAR","Height 30""     Width 84.5""",$45.00/wk
60003085,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","TRANSIT, ARROW FACING RIGHT, STAIRS / ESCALATOR / HANDICAPPED ACCESS GRAPHICS","Height 9""     Width 30""",$15.00/wk
60003087,"Art, Signage & Wall Decor","Sign, Bus/Train","Sign, Bus/Train","TRANSIT, ARROW FACING LEFT, STAIRS / ESCALATOR / HANDICAPPED ACCESS GRAPHICS","Height 9""     Width 30""",$15.00/wk
116964,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""...RADIATION AREA"", BLACK TEXT","Height 18""     Width 14""",$20.00/wk
116989,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""AUTHORIZED PERSONNEL ONLY"", BLACK TEXT","Height 24""     Width 36""",$30.00/wk
206460,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution",FACE W/HARD HAT & SAFETY GLASSES IN ORANGE CIRCLE,"Height 18""     Width 18""",$20.00/wk
206468,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""BEWARE OF DOG"", BLACK TEXT, AGED","Height 12""     Width 24""",$35.00/wk
208287,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""DANGER 12000 VOLTS"", RED & BLACK TEXT","Height 12""     Width 18""",$25.00/wk
378442,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""...PLAYGROUND"", BLACK TEXT","Height 12""     Width 24""",$28.00/wk
50004961,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""DANGER HIGH VOLTAGE"", RED & BLACK","Height 10""     Width 14""",$20.00/wk
50004962,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""DANGER DO NOT ENTER"", RED & BLACK","Height 10""     Width 14""",$20.00/wk
725862,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""...RADIOACTIVE MATERIALS AREA..."", RED TEXT","Height 24""     Width 19""",$22.00/wk
725864,"Art, Signage & Wall Decor","Sign, Caution","Sign, Caution","""BEWARE OF DOG"", YELLOW TEXT","Height 19""     Width 24""",$10.00/wk
50013477,"Art, Signage & Wall Decor","Sign, Coffee","Sign, Coffee","CAFE / COFFEESHOP, ""FROTHY BEVERAGES"" W/IMAGE OF LATTE & MUG","Height 13.5""     Width 9.5""",$10.00/wk
50031258,"Art, Signage & Wall Decor","Sign, Coffee","Sign, Coffee","HAND PAINTED VINTAGE STYLE, ""HELP YOURSELF TO A BOTTOMLESS CUP OF COFFEE"", AGED","Height 22""     Width 28""",$20.00/wk
50042126,"Art, Signage & Wall Decor","Sign, Coffee","Sign, Coffee","XL, OVERSIZED, BROWN & ORANGE, ""LOCALLY BREWED COFFEE, PREMIUM QUALITY SINCE 1975"", Condition Not Identical To Photo","Height 66""     Width 53""",$35.00/wk
728300,"Art, Signage & Wall Decor","Sign, Coffee","Sign, Coffee","HOTEL / MOTEL, ""COFFEE IN EVERY ROOM"", WHITE TEXT, ANTIQUE","Height 24""     Width 18""",$28.00/wk
728313,"Art, Signage & Wall Decor","Sign, Coffee","Sign, Coffee","""HOT COFFEE"" IN STARBURST SHAPE, WHITE TEXT","Height 12.5""     Width 30""",$32.00/wk
50041604,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""LOCAL TRAFFIC ONLY"", BLACK TEXT & BORDER (ONE SIDED)","Height 42""     Width 42""",$35.00/wk
50041605,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""LOCAL TRAFFIC ONLY"", BLACK TEXT & BORDER (ONE SIDED)","Height 42""     Width 42""",$35.00/wk
50042139,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD CONSTRUCTION AHEAD"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC","Height 30""     Width 60""",$32.00/wk
50042140,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""MEN WORKING"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC","Height 30""     Width 60""",$32.00/wk
50042141,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""CONSTRUCTION"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC","Height 30""     Width 60""",$32.00/wk
50042142,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD WORK AHEAD"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC","Height 30""     Width 60""",$32.00/wk
50042143,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD WORK AHEAD"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC, AGED","Height 30""     Width 60""",$32.00/wk
50042144,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD CLOSED"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC","Height 30""     Width 60""",$32.00/wk
50042145,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD CLOSED"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC, AGED","Height 30""     Width 60""",$32.00/wk
50042146,"Art, Signage & Wall Decor","Sign, Construction","Sign, Construction","""ROAD WORK AHEAD"", BLACK TEXT & BORDER (ONE SIDED), LIGHTWEIGHT PLASTIC, AGED","Height 18""     Width 36""",$20.00/wk
50005118,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"", LOWER MOUNT","Height 8.5""     Width 12""     Depth 4.5""",$30.00/wk
50005119,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"",BACK MOUNT, CORD CUT, AGED","Height 8""     Width 12""     Depth 5""",$30.00/wk
50005120,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"", W/CORD, AGED","Height 8""     Width 12""     Depth 5""",$30.00/wk
50005124,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"",W/CORD","Height 8""     Width 12""     Depth 2.5""",$30.00/wk
50005126,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","NOW RED NOT GREEN ""EXIT"", W/CORD","Height 8""     Width 12""     Depth 2.5""",$30.00/wk
50013148,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","VINTAGE, RED ""EXIT"", NO CORD, AGED","Height 9""     Width 14.5""     Depth 4.5""",$30.00/wk
50015982,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"", TOP MOUNT W/POLES, NO CORD, AGED","Height 21""     Width 13.5""     Depth 4""",$30.00/wk
50019266,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","""EXIT"", RED TEXT, ARROW","Height 16""     Width 24""",$28.00/wk
50032668,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","RED ""EXIT"", W/CORD, CEILING MOUNT","Height 8""     Width 12""     Depth 4""",$30.00/wk
50040144,"Art, Signage & Wall Decor","Sign, Exit","Sign, Exit","GREEN ""EXIT"" INSERT","Height 7.5""     Width 12""     Depth 2""",$30.00/wk
70003463,"Art, Signage & Wall Decor","Sign, Fire","Sign, Fire","""FIRE EXIT"" IN RED ON WHITE","Height 6""     Width 20""     Depth 0.75""",$12.00/wk
206453,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","SHOP / GARAGE / AUTO MECHANIC, ""PEARSON'S GARAGE"", RED & BLACK TEXT, ANTIQUE, CLEARABLE","Height 23""     Width 48""",$55.00/wk
374680,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","GAS STATION, ""ULTRA"", WHITE TEXT ON BLUE, FUEL, ANTIQUE","Height 3.5""     Width 29.5""",$18.00/wk
382264,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","SHOP / GARAGE / AUTO MECHANIC, ""ARNIES GAS & SERVICE"", GREEN & WHITE TEXT, VINTAGE, CLEARABLE","Height 48""     Width 32""",$40.00/wk
50026745,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","FREESTANDING GAS STATION SIGN ON POLE, SQUARE BASE",,$995.00/wk
50032987,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","ROAD / HIGHWAY, ""NEXT GAS 111 MILES"", WHITE TEXT & BORDER ON BLUE","Height 21""     Width 36""",$40.00/wk
50057384,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","GAS STATION FUEL PRICE SIGN, FREESTANDING, AGED, DISTRESSED - SIGN INCLUDED","Height 40.5""     Width 24""     Depth 17""",$45.00/wk
60001686,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","VINTAGE, ROLLING, RECTANGULAR, GAS STATION / REST STOP / MECHANIC / AUTO SHOP, DOUBLE SIDED, WORN, ""TUNE UPS, SELF SERVE"" ETC. - PLEASE RETURN WITH ORIGINAL SIGNAGE - Stored In Yard, Condition May Not Be Identical To Photo","Height 53""     Width 36""     Depth 26""",$98.00/wk
60001753,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","GAS STATION, ""REGULAR"", RED TEXT ON YELLOW, RUSTY, FUEL","Height 3.5""     Width 29.5""",$12.00/wk
725640,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","GAS STATION, ""SUPER"", FUEL, BLACK TEXT & RUBBER FRAME","Height 4""     Width 12""",$25.00/wk
728411,"Art, Signage & Wall Decor","Sign, Gas Station","Sign, Gas Station","SHOP / GARAGE / AUTO MECHANIC, ""FULL SERVICE PARTS & REPAIRS"", W/SPARK PLUG GRAPHIC, CLEARABLE","Height 24""     Width 25""",$24.00/wk
50018951,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""THE HUMAN BODY"" W/DIGESTIVE & RESPIRATORY DIAGRAMS","Height 8.5""     Width 11.5""",$15.00/wk
50020148,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""TRIAGE"", LONG W/ARROW, WHITE TEXT","Height 5""     Width 35""",$18.00/wk
50020149,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""ICU/CSICU"", WHITE TEXT","Height 7""     Width 30""",$18.00/wk
50020150,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""BURNS UNIT"", WHITE TEXT","Height 7""     Width 30""",$18.00/wk
50020151,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""O.R. 1-3"", OPERATING ROOM, WHITE TEXT","Height 7""     Width 30""",$18.00/wk
50020155,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""RECEPTION"", WHITE TEXT","Height 10""     Width 35""",$30.00/wk
50020292,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""ADMITTING"", WHITE TEXT ON RED","Height 6""     Width 30""",$28.00/wk
50021686,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""PSYCHIATRIC ASSESSMENT"" IN BLUE TEXT, TWO TONE GREY, AGED","Height 8""     Width 12""",$16.00/wk
60001033,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""EMERGENCY"" IN RED ON WHITE, HOSPITAL, EMERGENCY ROOM","Height 24""     Width 120""",$50.00/wk
60003115,"Art, Signage & Wall Decor","Sign, Hospital","Sign, Hospital","""PLEASE NOTE..."", RADIOLOGY, WHITE & LIGHT BLUE TEXT ON BLUE","Height 8""     Width 11""",$8.00/wk
374661,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""ROOMS"", GREEN BORDER, POINTING FINGER DIRECTION INDICATOR, ANTIQUE, OLD FASHIONED STYLE","Height 10""     Width 36""",$50.00/wk
374728,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""ROOMS"", BLUE TEXT","Height 5""     Width 15""",$20.00/wk
374847,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""HEATED ROOMS"", BLUE TEXT, VINTAGE","Height 6""     Width 24""",$30.00/wk
380383,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""HOT RUNNING WATER"", BLUE TEXT, VINTAGE","Height 6""     Width 24""",$30.00/wk
50031188,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""ROOMS"" LIGHT BOX, HOTEL / MOTEL, METAL FRAME","Height 72""     Width 18""     Depth 12.5""",$185.00/wk
70002250,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""MOTEL"" LIGHT BOX, HOTEL / MOTEL, BLACK TEXT ON YELLOW, METAL FRAME, HANGING","Height 21""     Width 40.5""     Depth 5.5""",$100.00/wk
725492,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""VACANCY"", BLACK TEXT","Height 6""     Width 24""",$20.00/wk
728559,"Art, Signage & Wall Decor","Sign, Hotel","Sign, Hotel","""ALL PARTIES ENTERING THIS AREA..."", WHITE TEXT","Height 8""     Width 14""",$24.00/wk
50021634,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","INDIVIDUAL LETTER (T) FROM AN EXTERIOR ""HOTEL"" SIGN, NEON CAPABLE, OPEN FACE, DISTRESSED, VERY AGED","Height 28""     Width 25""     Depth 8.5""",$40.00/wk
50021635,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","INDIVIDUAL LETTER (L) FROM AN EXTERIOR ""HOTEL"" SIGN, NEON CAPABLE, OPEN FACE, DISTRESSED, VERY AGED","Height 28""     Width 23.5""     Depth 8.5""",$40.00/wk
50021636,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","INDIVIDUAL LETTER (O) FROM AN EXTERIOR ""HOTEL"" SIGN, NEON CAPABLE, OPEN FACE, DISTRESSED, VERY AGED","Height 28""     Width 30""     Depth 30""",$40.00/wk
50021638,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","INDIVIDUAL LETTER (E) FROM AN EXTERIOR ""HOTEL"" SIGN, NEON CAPABLE, OPEN FACE, DISTRESSED, VERY AGED","Height 28.5""     Width 28""     Depth 8.5""",$40.00/wk
50021639,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","INDIVIDUAL LETTER (H) FROM AN EXTERIOR ""HOTEL"" SIGN, NEON CAPABLE, OPEN FACE, DISTRESSED, VERY AGED","Height 28""     Width 30.5""     Depth 8.5""",$40.00/wk
50062114,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","APPROX. 5.5' TALL, FREESTANDING OUTDOOR / ROADSIDE LETTER BOARD, JUST BOARD IS 48"" H x 72.5"" W x 10"" D, BLACK METAL FRAME (48.5"" H x 72"" W x 88.5"" D), AGED, USED, WIRED TO LIGHT UP, HOLDS 7"" H LETTERS - Stored In Yard, Condition May Not Be Identical To Photo, Changeable Letters Also Available At VPC, Productions Are Welcome To Take Out On Spec For Wiring/Testing","Height 65.5""     Width 72""     Depth 88.5""",$295.00/wk
60000107,"Art, Signage & Wall Decor","Sign, Letter","Sign, Letter","8FT FREESTANDING OUTDOOR / ROADSIDE LETTER BOARD, JUST BOARD IS 41x96"",  CHANGEABLE LETTERS, BLACK METAL LEGS - 2 Pieces: Board & Arrow Each Available For Separate Rental, Changeable Letters Also Available At VPC","Height 69.5""     Width 96""     Depth 42""",$325.00/wk
208597,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","""ON AIR"" FIXTURE COVER FOR RECORDING / STUDIO","Height 5""     Width 8""     Depth 4""",$16.00/wk
208598,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","""ON AIR"" FIXTURE FOR RECORDING/TV STUDIO","Height 8""     Width 12""     Depth 4""",$24.00/wk
50001345,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","""ON AIR"" FIXTURE FOR RECORDING/TV STUDIO","Height 5""     Width 10""     Depth 4.5""",$25.00/wk
50026209,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","""APPLAUSE"", WHITE LETTERS ON BLACK","Height 12""     Width 42""     Depth 8""",$50.00/wk
50051007,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","25c IN OVAL, CASINO / SLOT MACHINE, TWENTY FIVE CENTS, MONEY","Height 14""     Width 18""     Depth 6""",$28.00/wk
50051738,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","OVER 9 FT VINTAGE BINGO GAME LIGHTBOARD W/NUMBERS, WALLMOUNT, ""AUTOTRONIC 7000 5000""","Height 29""     Width 113""     Depth 4.5""",$165.00/wk
50059869,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","OVERSIZED VINTAGE RED LIPS, LIGHTS UP, AGED, WORN, CRACKS AND CHIPS THROUGHOUT - Corner Repaired - Fragile Handle With Care XOXO","Height 16""     Width 38""     Depth 6""",$98.00/wk
50059936,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","SCIENCE LAB, ASTRONOMY, STARS LIGHT UP, CONSTELLATIONS, OUTER SPACE, ""WINTER FACING SOUTH"", ""EASTERN HORIZON""","Height 24""     Width 24""     Depth 4.25""",$58.00/wk
50061078,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","ROUND, GRAPHIC OF PIG, KOREAN (PHONETICALLY SAM GYUP SAL, ""GRILLED PORK BELLY""), WALLMOUNT BRACKET, CLEARABLE","Height 15.5""     Width 19.5""     Depth 5.5""",$30.00/wk
50061079,"Art, Signage & Wall Decor","Sign, Lightbox","Sign, Lightbox","ROUND, GRAPHIC OF CHICKEN W/FLAMING DRUMSTICK & THUMBS UP, KOREAN (""KIM'S CHICKEN JIP"", KIM'S FRIED CHICKEN RESTAURANT), WALLMOUNT BRACKET, CLEARABLE","Height 15.5""     Width 19.5""     Depth 5.5""",$30.00/wk
206577,"Art, Signage & Wall Decor","Sign, Map","Sign, Map","""IN CASE OF FIRE..."", METAL FRAME","Height 34""     Width 18""",$26.00/wk
206578,"Art, Signage & Wall Decor","Sign, Map","Sign, Map","""ALL VISITORS PLEASE REPORT TO RECEPTION"", METAL FRAME","Height 34""     Width 18""",$28.00/wk
60003090,"Art, Signage & Wall Decor","Sign, Map","Sign, Map","TRANSIT, ARROW FACING RIGHT, TRAIN GRAPHIC","Height 12""     Width 24""",$15.00/wk
60003092,"Art, Signage & Wall Decor","Sign, Map","Sign, Map","TRANSIT MAP OF CHICAGO, ""L RAIL SYSTEM DIAGRAM"", CTA","Height 36""     Width 24""",$20.00/wk
50006817,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","""FISH FRESH"" W/IMAGE, RED PAINTED TEXT, AGED","Height 36""     Width 32""     Depth 0.5""",$60.00/wk
50017808,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","""MIND THE STEP""","Height 0.75     Width 5.5""",$5.00/wk
50017809,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","""SHIP'S MESS""","Height 1.5""     Width 9""",$9.00/wk
50017810,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","""ENGINE ROOM"", FOR A SHIP","Height 1.5""     Width 10""",$9.00/wk
50020086,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","DIAMOND PLATE FISH, ""HENRY'S GONE FISHIN'"", HAND PAINTED / FOLK ART LOOK","Height 10""     Width 24""",$28.00/wk
50025842,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","FISH SHAPED OUTLINE SILHOUETTE, HOLES FOR HANGING","Height 12""     Width 30""",$15.00/wk
50033957,"Art, Signage & Wall Decor","Sign, Marine","Sign, Marine","BOAT / SHIP PLAQUE, ""NOBODY'S PERFECT - EXCEPT THE CAPTAIN"", RECTANGULAR","Height 2.5""     Width 7.5""",$9.00/wk
114221,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","RECTANGULAR, ""BEAR LAKE 5ML"" SIGN HAND WRITTEN","Height 4.5""     Width 12""     Depth 0.5""",$7.00/wk
117362,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","SPORTS / HOCKEY, ""THE PUCK STOPS HERE"", ENGRAVED, CARVED WOOD, HANDMADE LOOK, FOLK ART","Height 6""     Width 11.5""",$24.00/wk
206480,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","""TRUCKS ONLY"", BLACK TEXT & BORDER","Height 24""     Width 14""",$30.00/wk
208906,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","""YES I'LL GIVE UP BEER..."", YELLOW TEXT","Height 7.5""     Width 16""",$14.00/wk
50005105,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","""WELCOME"" IN WHITE","Height 5.5""     Width 35.5""     Depth 1.5""",$22.00/wk
50006748,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","""PARCELS CHECKED"", YELLOW & RED TEXT ON BLACK, BROWN BORDER, AGED","Height 18""     Width 37.5""     Depth 0.5""",$50.00/wk
50019361,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","""GOD BLESS OUR HOME"", RED & GOLD TEXT, UNEVEN BOTTOM EDGE","Height 9.25""     Width 16""",$18.00/wk
50026767,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","CLEARABLE, ""THE HANGAR TAVERN"", VINTAGE NEON SIGN (NEON / TUBES REMOVED), HANGING, DISTRESSED","Height 35""     Width 95""",$289.00/wk
50034454,"Art, Signage & Wall Decor","Sign, Misc","Sign, Misc","WHITE HOUSE, USA / AMERICANA, ""THE LINCOLN ROOM"", BRUSHED FINISH","Height 4""     Width 6""",$8.00/wk
